subject_id,question,block_num,diatonic,chromatic,unique_diatonic,unique_chromatic,necklace,scale,mode,fragment_generic,fragment_specific,fragment_span,order,transposition,fragment_file,option1_file,option2_file
sVgMEG0001,1,11,"5,4,0,4,2,-2,2,0,-3,0,-2,-5,-2","5,4,0,4,3,-1,3,2,-2,2,1,-3,1",7,9,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-1,-2,2","-1,-4,4",-1,"diatonic,chromatic",5,Q-221-000-fragment.wav,Q-221-001-diatonic.wav,Q-221-002-chromatic.wav
sVgMEG0001,2,11,"6,2,1,4,1,-1,2,-1,-3,1,-3,-4,-1","6,2,1,4,0,-1,2,-2,-3,0,-4,-5,-2",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,-1,2","-4,-1,3",-1,"diatonic,chromatic",6,Q-222-000-fragment.wav,Q-222-001-diatonic.wav,Q-222-002-chromatic.wav
sVgMEG0001,3,11,"4,5,2,5,7,4,7,9,5,9,11,7,11","4,5,2,5,6,3,6,7,4,7,8,5,8",6,7,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"1,-2,2","1,-3,3",1,"chromatic,diatonic",4,Q-223-000-fragment.wav,Q-223-001-chromatic.wav,Q-223-002-diatonic.wav
sVgMEG0001,4,11,"2,4,8,6,8,11,9,11,14,13,14,18,16","2,4,8,6,8,12,10,12,16,14,16,20,18",7,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,2,-1","2,4,-2",2,"chromatic,diatonic",2,Q-224-000-fragment.wav,Q-224-001-chromatic.wav,Q-224-002-diatonic.wav
sVgMEG0001,5,11,"1,-1,1,3,1,3,5,3,5,6,5,6,8","1,-1,1,3,1,3,5,3,5,7,5,7,9",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,1,1","-2,2,2",1,"chromatic,diatonic",1,Q-225-000-fragment.wav,Q-225-001-chromatic.wav,Q-225-002-diatonic.wav
sVgMEG0001,6,11,"6,2,1,2,-1,-3,-1,-4,-6,-4,-8,-10,-8","6,2,1,2,-2,-3,-2,-6,-7,-6,-10,-11,-10",7,6,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-2,-1,1","-4,-1,1",-2,"chromatic,diatonic",6,Q-226-000-fragment.wav,Q-226-001-chromatic.wav,Q-226-002-diatonic.wav
sVgMEG0001,7,11,"5,9,10,7,10,12,9,12,14,10,14,16,12","5,9,10,7,11,12,9,13,14,11,15,16,13",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"2,1,-2","4,1,-3",1,"diatonic,chromatic",5,Q-227-000-fragment.wav,Q-227-001-diatonic.wav,Q-227-002-chromatic.wav
sVgMEG0001,8,11,"5,6,3,1,3,-1,-2,-1,-4,-6,-4,-7,-9","5,6,3,1,2,-1,-3,-2,-5,-7,-6,-9,-11",7,9,"0,2,4,5,7,9,11","0,1,3,5,6,8,10",6,"1,-2,-1","1,-3,-2",-2,"diatonic,chromatic",5,Q-228-000-fragment.wav,Q-228-001-diatonic.wav,Q-228-002-chromatic.wav
sVgMEG0001,9,11,"4,6,9,7,9,12,11,12,16,14,16,19,18","4,6,9,7,9,12,10,12,15,13,15,18,16",7,8,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"1,2,-1","2,3,-2",2,"chromatic,diatonic",4,Q-229-000-fragment.wav,Q-229-001-chromatic.wav,Q-229-002-diatonic.wav
sVgMEG0001,10,11,"5,3,5,1,0,1,-2,-4,-2,-6,-7,-6,-9","5,3,5,1,-1,1,-3,-5,-3,-7,-9,-7,-11",7,6,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-1,1,-2","-2,2,-4",-2,"diatonic,chromatic",5,Q-230-000-fragment.wav,Q-230-001-diatonic.wav,Q-230-002-chromatic.wav
sVgMEG0001,11,11,"5,2,5,9,5,9,12,9,12,16,12,16,19","5,2,5,9,6,9,13,10,13,17,14,17,21",6,6,"0,2,4,5,7,9,11","0,2,4,5,7,9,11",0,"-2,2,2","-3,3,4",2,"diatonic,chromatic",5,Q-231-000-fragment.wav,Q-231-001-diatonic.wav,Q-231-002-chromatic.wav
sVgMEG0001,12,11,"3,1,3,0,-2,0,-4,-5,-4,-7,-9,-7,-11","3,1,3,0,-2,0,-3,-5,-3,-6,-8,-6,-9",7,8,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-1,1,-2","-2,2,-3",-2,"diatonic,chromatic",3,Q-232-000-fragment.wav,Q-232-001-diatonic.wav,Q-232-002-chromatic.wav
sVgMEG0001,13,11,"2,5,4,0,4,2,-1,2,0,-3,0,-1,-5","2,5,4,0,3,2,-2,1,0,-4,-1,-2,-6",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"2,-1,-2","3,-1,-4",-1,"chromatic,diatonic",2,Q-233-000-fragment.wav,Q-233-001-chromatic.wav,Q-233-002-diatonic.wav
sVgMEG0001,14,11,"3,1,-2,1,0,-4,0,-2,-6,-2,-4,-7,-4","3,1,-2,1,-1,-4,-1,-3,-6,-3,-5,-8,-5",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-1,-2,2","-2,-3,3",-1,"diatonic,chromatic",3,Q-234-000-fragment.wav,Q-234-001-diatonic.wav,Q-234-002-chromatic.wav
sVgMEG0001,15,11,"1,-1,-4,-1,-3,-6,-3,-4,-8,-4,-6,-9,-6","1,-1,-4,-1,-3,-6,-3,-5,-8,-5,-7,-10,-7",7,9,"0,2,4,5,7,9,11","0,2,3,5,7,8,10",5,"-1,-2,2","-2,-3,3",-1,"chromatic,diatonic",1,Q-235-000-fragment.wav,Q-235-001-chromatic.wav,Q-235-002-diatonic.wav
sVgMEG0001,16,11,"5,8,5,3,6,3,1,5,1,0,3,0,-2","5,8,5,3,6,3,1,4,1,-1,2,-1,-3",7,9,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"2,-2,-1","3,-3,-2",-1,"chromatic,diatonic",5,Q-236-000-fragment.wav,Q-236-001-chromatic.wav,Q-236-002-diatonic.wav
sVgMEG0001,17,11,"2,-1,-3,0,-3,-5,-1,-5,-7,-3,-7,-8,-5","2,-1,-3,0,-3,-5,-2,-5,-7,-4,-7,-9,-6",7,10,"0,2,4,5,7,9,11","0,2,3,5,7,9,10",1,"-2,-1,2","-3,-2,3",-1,"diatonic,chromatic",2,Q-237-000-fragment.wav,Q-237-001-diatonic.wav,Q-237-002-chromatic.wav
sVgMEG0001,18,11,"5,1,0,3,0,-2,1,-2,-4,0,-4,-6,-2","5,1,0,3,-1,-2,1,-3,-4,-1,-5,-6,-3",7,10,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,-1,2","-4,-1,3",-1,"chromatic,diatonic",5,Q-238-000-fragment.wav,Q-238-001-chromatic.wav,Q-238-002-diatonic.wav
sVgMEG0001,19,11,"4,0,4,2,-1,2,0,-3,0,-1,-5,-1,-3","4,0,4,2,-2,2,0,-4,0,-2,-6,-2,-4",6,6,"0,2,4,5,7,9,11","0,1,3,5,7,8,10",2,"-2,2,-1","-4,4,-2",-1,"chromatic,diatonic",4,Q-239-000-fragment.wav,Q-239-001-chromatic.wav,Q-239-002-diatonic.wav
sVgMEG0001,20,11,"0,4,0,2,6,2,4,7,4,6,9,6,7","0,4,0,2,6,2,4,8,4,6,10,6,8",6,6,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"2,-2,1","4,-4,2",1,"chromatic,diatonic",0,Q-240-000-fragment.wav,Q-240-001-chromatic.wav,Q-240-002-diatonic.wav
sVgMEG0001,21,11,"6,8,6,3,5,3,0,1,0,-4,-2,-4,-7","6,8,6,3,5,3,0,2,0,-3,-1,-3,-6",7,8,"0,2,4,5,7,9,11","0,2,4,6,7,9,11",3,"1,-1,-2","2,-2,-3",-2,"chromatic,diatonic",6,Q-241-000-fragment.wav,Q-241-001-chromatic.wav,Q-241-002-diatonic.wav
sVgMEG0001,22,11,"5,2,0,3,0,-2,2,-2,-3,0,-3,-5,-2","5,2,0,3,0,-2,1,-2,-4,-1,-4,-6,-3",7,10,"0,2,4,5,7,9,11","0,2,4,5,7,9,10",4,"-2,-1,2","-3,-2,3",-1,"chromatic,diatonic",5,Q-242-000-fragment.wav,Q-242-001-chromatic.wav,Q-242-002-diatonic.wav
